Age,Aggression,Agility,Dribbling
26.82758620689655,73.24137931034483,55.6551724137931,49.206896551724135
26.53846153846154,68.07692307692308,68.3076923076923,67.61538461538461
26.473684210526315,70.94736842105263,68.57894736842105,67.94736842105263
24.081632653061224,50.83673469387755,78.0204081632653,71.89795918367346
23.75,60.125,76.0,71.875
22.25,45.5,74.8,70.2
26.75,71.5,67.0,69.0
24.39622641509434,48.905660377358494,65.85849056603773,64.4622641509434
22.822580645161292,50.58064516129032,74.2741935483871,66.88709677419355
24.25,64.6328125,52.2890625,41.53125
24.367088607594937,68.44303797468355,64.39240506329114,56.29113924050633
22.0,49.8,65.6,65.4
22.916666666666668,60.03333333333333,70.9,64.85
24.48780487804878,26.853658536585368,36.9390243902439,13.487804878048781
25.0,65.0,79.0,73.0
24.0126582278481,61.9873417721519,67.70886075949367,60.44303797468354
25.846153846153847,69.94871794871794,57.256410256410255,47.23076923076923
25.88235294117647,66.70588235294117,73.41176470588235,66.11764705882354
25.304347826086957,63.26086956521739,63.95652173913044,60.869565217391305
31.0,68.0,77.0,69.0
23.80851063829787,52.12765957446808,75.81914893617021,67.38297872340425
25.77777777777778,59.94444444444444,65.16666666666667,64.5
21.5,47.333333333333336,77.66666666666667,72.41666666666667
27.142857142857142,72.42857142857143,69.14285714285714,70.14285714285714
23.0,39.0,78.0,73.0
24.710843373493976,65.48192771084338,70.50602409638554,60.963855421686745
25.708333333333332,69.08333333333333,54.645833333333336,47.916666666666664
24.61111111111111,68.22222222222223,71.55555555555556,69.44444444444444
26.75,69.91666666666667,64.0,60.875
33.0,70.0,67.0,78.0
24.022727272727273,54.375,73.1590909090909,67.14772727272727
27.31578947368421,59.89473684210526,64.42105263157895,62.1578947368421
22.454545454545453,46.09090909090909,74.18181818181819,69.18181818181819
25.666666666666668,67.0,66.88888888888889,61.77777777777778
23.807692307692307,53.52884615384615,65.3076923076923,61.80769230769231
